individual,repro_output_two,repro_output_one,repro_output,year,site,box,hole,nest_start,straw_id,lookup_id,species,genus,sex,nest_end,nest_duration,emergence_year_plus_one,emergence_year_plus_two,size,parasitized,parasite_id,questionable_id,notes
772,0,1,1,2014,401_trailhead,2,b2,216,1105,2014.401_trailhead.2.b2,Megachile_pugnata,Megachile,female,230,15,215,NA,l,no,NA,NA,NA
773,0,1,1,2014,401_trailhead,2,b5,195,1046,2014.401_trailhead.2.b5,Osmia_montana,Osmia,male,205,11,159,NA,l,no,NA,NA,nx
782,0,3,3,2014,401_trailhead,2b,c4,188,1044,2014.401_trailhead.2b.c4,Megachile_relativa,Megachile,female,195,8,229,NA,m,no,NA,NA,NA
782,0,3,3,2014,401_trailhead,2b,c4,188,1044,2014.401_trailhead.2b.c4,Megachile_relativa,Megachile,NA,195,8,229,NA,m,no,Coelioxys sp,NA,NA
782,0,3,3,2014,401_trailhead,2b,c4,188,1044,2014.401_trailhead.2b.c4,Megachile_relativa,Megachile,NA,195,8,229,NA,m,no,Coelioxys sp,NA,NA
807,0,3,3,2014,401_trailhead,6b,a1,232,1024,2014.401_trailhead.6b.a1,Megachile_relativa,Megachile,male,233,1,187,NA,s,yes,Coelioxys sp,NA,NA
807,0,3,3,2014,401_trailhead,6b,a1,232,1024,2014.401_trailhead.6b.a1,Megachile_relativa,Megachile,male,233,1,187,NA,s,yes,Coelioxys sp,NA,ant attack
807,0,3,3,2014,401_trailhead,6b,a1,232,1024,2014.401_trailhead.6b.a1,Megachile_relativa,Megachile,male,233,1,190,NA,s,yes,Coelioxys sp,NA,NA
820,0,1,1,2014,401_trailhead,9,c6,188,1055,2014.401_trailhead.9.c6,Osmia_montana,Osmia,male,195,8,180,NA,m,no,NA,NA,NA
826,0,2,2,2014,401_trailhead,9b,b1,205,1031,2014.401_trailhead.9b.b1,Megachile_pugnata,Megachile,female,212,8,229,NA,m,no,NA,NA,NA
826,0,2,2,2014,401_trailhead,9b,b1,205,1031,2014.401_trailhead.9b.b1,Megachile_pugnata,Megachile,NA,212,8,190,NA,m,no,Stelis sp,NA,NA
864,0,1,1,2014,baker,4,a3,215,856,2014.baker.4.a3,Megachile_relativa,Megachile,female,216,1,229,NA,m,no,Coelioxys sp,NA,M. relativa + c1
876,0,4,4,2014,baker,7,c1,191,879,2014.baker.7.c1,Megachile_relativa,Megachile,female,198,8,229,NA,s,no,NA,NA,NA
876,0,4,4,2014,baker,7,c1,191,879,2014.baker.7.c1,Megachile_relativa,Megachile,female,198,8,229,NA,s,no,NA,NA,NA
876,0,4,4,2014,baker,7,c1,191,879,2014.baker.7.c1,Megachile_relativa,Megachile,female,198,8,218,NA,s,no,NA,NA,NA
876,0,4,4,2014,baker,7,c1,191,879,2014.baker.7.c1,Megachile_relativa,Megachile,female,198,8,218,NA,s,no,NA,NA,NA
886,0,2,2,2014,bench_aspen,2,a4,209,848,2014.bench_aspen.2.a4,Megachile_relativa,Megachile,female,219,11,NA,NA,s,no,NA,NA,emergence_8/17(12)/2015
886,0,2,2,2014,bench_aspen,2,a4,209,848,2014.bench_aspen.2.a4,Megachile_relativa,Megachile,female,219,11,211,NA,s,no,NA,NA,NA
886,0,2,2,2014,bench_aspen,2,a4,209,848,2014.bench_aspen.2.a4,Megachile_relativa,Megachile,female,219,11,211,NA,s,no,NA,NA,NA
896,0,1,1,2014,ehrlich,1,c2,198,925,2014.ehrlich.1.c2,Hoplitus_fulgida,Hoplitus,female,208,11,187,NA,s,no,NA,NA,NA
902,0,1,1,2014,ehrlich,1b,c1,194,927,2014.ehrlich.1b.c1,Megachile_relativa,Megachile,female,195,1,229,NA,s,no,NA,NA,NA
908,0,3,3,2014,ehrlich,3,a7,187,923,2014.ehrlich.3.a7,Hoplitus_fulgida,Hoplitus,female,188,1,159,NA,s,no,NA,NA,NA
908,0,3,3,2014,ehrlich,3,a7,187,923,2014.ehrlich.3.a7,Hoplitus_fulgida,Hoplitus,male,188,1,152,NA,s,no,NA,NA,NA
908,0,3,3,2014,ehrlich,3,a7,187,923,2014.ehrlich.3.a7,Hoplitus_fulgida,Hoplitus,female,188,1,159,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,female,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,218,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,211,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,211,NA,s,no,NA,NA,NA
919,0,11,11,2014,ehrlich,3b,a1,209,938,2014.ehrlich.3b.a1,Megachile_pugnata,Megachile,male,216,8,208,NA,s,no,NA,NA,NA
921,0,1,1,2014,ehrlich,3b,b1,198,919,2014.ehrlich.3b.b1,Megachile_pugnata,Megachile,female,209,12,218,NA,s,no,NA,NA,NA
990,0,3,3,2014,forrest_meadow,2,c6,212,1250,2014.forrest_meadow.2.c6,Megachile_relativa,Megachile,male,216,5,215,NA,m,no,NA,NA,NA
990,0,3,3,2014,forrest_meadow,2,c6,212,1250,2014.forrest_meadow.2.c6,Megachile_relativa,Megachile,NA,216,5,215,NA,m,yes,Coelioxys sp,NA,NA
990,0,3,3,2014,forrest_meadow,2,c6,212,1250,2014.forrest_meadow.2.c6,Megachile_relativa,Megachile,female,216,5,229,NA,m,no,NA,NA,uncertain_start_date
1000,0,1,1,2014,forrest_meadow,4,c1,195,1235,2014.forrest_meadow.4.c1,Megachile_relativa,Megachile,male,202,8,180,NA,m,no,NA,NA,NA
1024,0,1,1,2014,forrest_meadow,8,b1,198,1243,2014.forrest_meadow.8.b1,Megachile_relativa,Megachile,NA,202,5,194,NA,s,no,NA,NA,nx
1028,0,1,1,2014,judd_falls,3b,b1,202,968,2014.judd_falls.3b.b1,Megachile_pugnata,Megachile,female,205,4,229,NA,m,no,NA,NA,NA
1035,0,5,5,2014,judd_falls,4b,b1,209,974,2014.judd_falls.4b.b1,Megachile_relativa,Megachile,female,219,11,194,NA,m,no,NA,NA,NA
1035,0,5,5,2014,judd_falls,4b,b1,209,974,2014.judd_falls.4b.b1,Megachile_relativa,Megachile,female,219,11,194,NA,m,no,NA,NA,NA
1035,0,5,5,2014,judd_falls,4b,b1,209,974,2014.judd_falls.4b.b1,Megachile_relativa,Megachile,female,219,11,194,NA,m,no,NA,NA,NA
1035,0,5,5,2014,judd_falls,4b,b1,209,974,2014.judd_falls.4b.b1,Megachile_relativa,Megachile,male,219,11,187,NA,m,yes,Coelioxys sp,NA,NA
1035,0,5,5,2014,judd_falls,4b,b1,209,974,2014.judd_falls.4b.b1,Megachile_relativa,Megachile,male,219,11,183,NA,m,no,NA,NA,NA
1036,0,1,1,2014,judd_falls,4b,c1,205,975,2014.judd_falls.4b.c1,Megachile_relativa,Megachile,male,212,8,202,NA,s,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,229,NA,m,no,NA,NA,NA
1040,0,8,8,2014,judd_falls,5,c6,191,963,2014.judd_falls.5.c6,Megachile_relativa,Megachile,female,195,5,218,NA,m,no,NA,NA,NA
1041,0,5,5,2014,judd_falls,5c,a1,195,965,2014.judd_falls.5c.a1,Megachile_relativa,Megachile,female,202,8,215,NA,m,no,NA,NA,NA
1041,0,5,5,2014,judd_falls,5c,a1,195,965,2014.judd_falls.5c.a1,Megachile_relativa,Megachile,female,202,8,215,NA,m,no,NA,NA,NA
1041,0,5,5,2014,judd_falls,5c,a1,195,965,2014.judd_falls.5c.a1,Megachile_relativa,Megachile,female,202,8,211,NA,m,no,NA,NA,NA
1041,0,5,5,2014,judd_falls,5c,a1,195,965,2014.judd_falls.5c.a1,Megachile_relativa,Megachile,female,202,8,211,NA,m,no,NA,NA,NA
1041,0,5,5,2014,judd_falls,5c,a1,195,965,2014.judd_falls.5c.a1,Megachile_relativa,Megachile,male,202,8,211,NA,m,no,NA,NA,NA
1043,0,3,3,2014,judd_falls,5c,c1,191,964,2014.judd_falls.5c.c1,Megachile_relativa,Megachile,female,195,5,229,NA,s,no,NA,NA,NA
1043,0,3,3,2014,judd_falls,5c,c1,191,964,2014.judd_falls.5c.c1,Megachile_relativa,Megachile,female,195,5,229,NA,s,no,NA,NA,NA
1043,0,3,3,2014,judd_falls,5c,c1,191,964,2014.judd_falls.5c.c1,Megachile_relativa,Megachile,female,195,5,211,NA,s,no,NA,NA,NA
1048,0,1,1,2014,judd_falls,8,b1,201,951,2014.judd_falls.8.b1,Megachile_pugnata,Megachile,female,202,1,197,NA,m,no,NA,NA,NA
1050,0,2,2,2014,judd_falls,8,c3,229,950,2014.judd_falls.8.c3,Megachile_relativa,Megachile,male,230,1,197,NA,m,no,NA,NA,NA
1050,0,2,2,2014,judd_falls,8,c3,229,950,2014.judd_falls.8.c3,Megachile_relativa,Megachile,male,230,1,197,NA,m,no,NA,NA,NA
1054,0,3,3,2014,judd_falls,8b,b1,191,954,2014.judd_falls.8b.b1,Hoplitus_fulgida,Hoplitus,NA,195,5,180,NA,s,no,Wasp sp,NA,1W
1054,0,3,3,2014,judd_falls,8b,b1,191,954,2014.judd_falls.8b.b1,Hoplitus_fulgida,Hoplitus,female,195,5,180,NA,s,no,NA,NA,NA
1054,0,3,3,2014,judd_falls,8b,b1,191,954,2014.judd_falls.8b.b1,Hoplitus_fulgida,Hoplitus,male,195,5,180,NA,s,no,NA,NA,NA
1072,0,4,4,2014,pelton_bench,10b,b1,198,1152,2014.pelton_bench.10b.b1,Megachile_relativa,Megachile,female,205,8,215,NA,m,no,NA,NA,NA
1072,0,4,4,2014,pelton_bench,10b,b1,198,1152,2014.pelton_bench.10b.b1,Megachile_relativa,Megachile,female,205,8,215,NA,m,no,NA,NA,NA
1072,0,4,4,2014,pelton_bench,10b,b1,198,1152,2014.pelton_bench.10b.b1,Megachile_relativa,Megachile,female,205,8,215,NA,m,no,NA,NA,NA
1072,0,4,4,2014,pelton_bench,10b,b1,198,1152,2014.pelton_bench.10b.b1,Megachile_relativa,Megachile,NA,205,8,215,NA,m,no,Coelioxys sp,NA,NA
1095,0,1,1,2014,pelton_bench,3,b8,188,1119,2014.pelton_bench.3.b8,Hoplitus_fulgida,Hoplitus,NA,195,8,176,NA,s,no,NA,NA,NA
1096,0,1,1,2014,pelton_bench,3,c10,184,1113,2014.pelton_bench.3.c10,Hoplitus_fulgida,Hoplitus,male,188,5,197,NA,s,no,NA,NA,NA
1116,0,1,1,2014,pelton_bench,6,b1,190,1148,2014.pelton_bench.6.b1,Megachile_relativa,Megachile,female,191,1,211,NA,m,no,NA,NA,NA
1141,0,1,1,2014,townsite,1,a1,212,803,2014.townsite.1.a1,Megachile_relativa,Megachile,male,216,5,169,NA,s,no,NA,NA,NA
1143,0,1,1,2014,townsite,1,c2,184,761,2014.townsite.1.c2,Megachile_relativa,Megachile,male,188,5,173,NA,s,no,NA,NA,NA
1147,0,3,3,2014,townsite,16,c3,195,768,2014.townsite.16.c3,Hoplitus_fulgida,Hoplitus,female,202,8,183,NA,s,no,NA,NA,nx
1147,0,3,3,2014,townsite,16,c3,195,768,2014.townsite.16.c3,Hoplitus_fulgida,Hoplitus,male,202,8,180,NA,s,no,NA,NA,nx
1147,0,3,3,2014,townsite,16,c3,195,768,2014.townsite.16.c3,Hoplitus_fulgida,Hoplitus,female,202,8,180,NA,s,no,NA,NA,nx
1149,0,2,2,2014,townsite,1b,a4,201,765,2014.townsite.1b.a4,Megachile_relativa,Megachile,NA,202,1,208,NA,m,no,Unknown,NA,coelyoxis
1149,0,2,2,2014,townsite,1b,a4,201,765,2014.townsite.1b.a4,Megachile_relativa,Megachile,male,202,1,208,NA,m,no,NA,NA,NA
1151,0,4,4,2014,townsite,2,a1,190,751,2014.townsite.2.a1,Hoplitus_fulgida,Hoplitus,male,191,1,176,NA,s,no,NA,NA,NA
1151,0,4,4,2014,townsite,2,a1,190,751,2014.townsite.2.a1,Hoplitus_fulgida,Hoplitus,female,191,1,176,NA,s,no,NA,NA,NA
1151,0,4,4,2014,townsite,2,a1,190,751,2014.townsite.2.a1,Hoplitus_fulgida,Hoplitus,female,191,1,176,NA,s,no,NA,NA,NA
1151,0,4,4,2014,townsite,2,a1,190,751,2014.townsite.2.a1,Hoplitus_fulgida,Hoplitus,female,191,1,173,NA,s,no,NA,NA,NA
1202,0,5,5,2014,townsite,6c,c2,195,788,2014.townsite.6c.c2,Megachile_relativa,Megachile,NA,202,8,208,NA,m,no,Wasp sp,NA,coelyoxis
1202,0,5,5,2014,townsite,6c,c2,195,788,2014.townsite.6c.c2,Megachile_relativa,Megachile,female,202,8,208,NA,m,no,NA,NA,NA
1202,0,5,5,2014,townsite,6c,c2,195,788,2014.townsite.6c.c2,Megachile_relativa,Megachile,NA,202,8,202,NA,m,no,Wasp sp,NA,coelyoxis
1202,0,5,5,2014,townsite,6c,c2,195,788,2014.townsite.6c.c2,Megachile_relativa,Megachile,male,202,8,202,NA,m,no,NA,NA,NA
1202,0,5,5,2014,townsite,6c,c2,195,788,2014.townsite.6c.c2,Megachile_relativa,Megachile,male,202,8,202,NA,m,no,NA,NA,NA
1205,0,3,3,2014,townsite,7c,a4,190,757,2014.townsite.7c.a4,Hoplitus_fulgida,Hoplitus,female,191,1,190,NA,s,no,NA,NA,NA
1205,0,3,3,2014,townsite,7c,a4,190,757,2014.townsite.7c.a4,Hoplitus_fulgida,Hoplitus,female,191,1,190,NA,s,no,NA,NA,NA
1205,0,3,3,2014,townsite,7c,a4,190,757,2014.townsite.7c.a4,Hoplitus_fulgida,Hoplitus,female,191,1,190,NA,s,no,NA,NA,NA
1232,0,3,3,2014,townsite,9,b2,209,794,2014.townsite.9.b2,Megachile_pugnata,Megachile,male,219,11,183,NA,l,no,NA,NA,NA
1232,0,3,3,2014,townsite,9,b2,209,794,2014.townsite.9.b2,Megachile_pugnata,Megachile,male,219,11,183,NA,l,no,NA,NA,NA
1232,0,3,3,2014,townsite,9,b2,209,794,2014.townsite.9.b2,Megachile_pugnata,Megachile,male,219,11,183,NA,l,no,NA,NA,NA
1246,0,1,1,2014,treasury,3,a1,195,821,2014.treasury.3.a1,Megachile_relativa,Megachile,female,198,4,208,NA,m,no,NA,NA,NA
1247,0,3,3,2014,treasury,4,a2,212,822,2014.treasury.4.a2,Megachile_relativa,Megachile,NA,219,8,229,NA,s,yes,Wasp sp,NA,NA
1247,0,3,3,2014,treasury,4,a2,212,822,2014.treasury.4.a2,Megachile_relativa,Megachile,female,219,8,183,NA,s,no,NA,NA,NA
1247,0,3,3,2014,treasury,4,a2,212,822,2014.treasury.4.a2,Megachile_relativa,Megachile,male,219,8,180,NA,s,no,NA,NA,nx
1251,0,2,2,2014,treasury,5,b1,202,826,2014.treasury.5.b1,Megachile_relativa,Megachile,female,205,4,211,NA,m,no,NA,NA,NA
1251,0,2,2,2014,treasury,5,b1,202,826,2014.treasury.5.b1,Megachile_relativa,Megachile,male,205,4,202,NA,m,no,NA,NA,NA
1263,0,2,2,2014,weather_station,3,a3,202,1003,2014.weather_station.3.a3,Megachile_relativa,Megachile,female,205,4,183,NA,m,no,NA,NA,NA
1263,0,2,2,2014,weather_station,3,a3,202,1003,2014.weather_station.3.a3,Megachile_relativa,Megachile,female,205,4,194,NA,m,no,NA,NA,NA
1264,0,4,4,2014,weather_station,3,a4,195,1002,2014.weather_station.3.a4,Megachile_relativa,Megachile,male,202,8,173,NA,s,no,NA,NA,NA
1264,0,4,4,2014,weather_station,3,a4,195,1002,2014.weather_station.3.a4,Megachile_relativa,Megachile,female,202,8,183,NA,s,no,NA,NA,NA
1264,0,4,4,2014,weather_station,3,a4,195,1002,2014.weather_station.3.a4,Megachile_relativa,Megachile,female,202,8,194,NA,s,no,NA,NA,NA
1264,0,4,4,2014,weather_station,3,a4,195,1002,2014.weather_station.3.a4,Megachile_relativa,Megachile,female,202,8,194,NA,s,no,NA,NA,NA
1270,0,2,2,2014,weather_station,4b,c1,216,993,2014.weather_station.4b.c1,Hoplitus_fulgida,Hoplitus,male,219,4,183,NA,s,no,NA,NA,NA
1270,0,2,2,2014,weather_station,4b,c1,216,993,2014.weather_station.4b.c1,Hoplitus_fulgida,Hoplitus,female,219,4,183,NA,s,no,NA,NA,NA
1280,0,1,1,2014,weather_station,6b,c1,184,995,2014.weather_station.6b.c1,Megachile_relativa,Megachile,female,188,5,215,NA,s,no,NA,NA,NA
1281,0,3,3,2014,weather_station,7b,c1,229,997,2014.weather_station.7b.c1,Megachile_relativa,Megachile,male,230,1,183,NA,s,no,NA,NA,NA
1281,0,3,3,2014,weather_station,7b,c1,229,997,2014.weather_station.7b.c1,Megachile_relativa,Megachile,male,230,1,202,NA,s,no,NA,NA,NA
1281,0,3,3,2014,weather_station,7b,c1,229,997,2014.weather_station.7b.c1,Megachile_relativa,Megachile,female,230,1,211,NA,s,no,NA,NA,NA
1368,0,1,1,2015,401_trailhead,6b,b1,232,1025,2015.401_trailhead.6b.b1,Megachile_relativa,Megachile,male,233,1,187,NA,s,no,NA,NA,NA
10,0,0,0,2012,401_trailhead,3,b3,223,5,2012.401_trailhead.3.b3,Megachile_pugnata,Megachile,NA,231,9,NA,NA,NA,no,NA,NA,NA
51,0,0,0,2012,ehrlich,4,b1,217,48,2012.ehrlich.4.b1,Megachile_relativa,Megachile,NA,220,4,NA,NA,NA,no,NA,NA,NA
67,0,0,0,2012,forrest_meadow,12,c2,171,71,2012.forrest_meadow.12.c2,Osmia_iridis,Osmia,NA,178,8,NA,NA,NA,no,NA,NA,NA
101,0,0,0,2012,judd_falls,4,b3,163,96,2012.judd_falls.4.b3,Megachile_relativa,Megachile,NA,178,16,NA,NA,NA,no,NA,NA,NA
116,0,0,0,2012,judd_falls,8,a1,208,110,2012.judd_falls.8.a1,Megachile_relativa,Megachile,NA,217,10,NA,NA,NA,no,NA,NA,NA
128,0,0,0,2012,pelton_bench,10,a1,211,161,2012.pelton_bench.10.a1,Megachile_pugnata,Megachile,NA,213,3,NA,NA,l,no,NA,NA,NA
139,0,0,0,2012,pelton_bench,4,a3,213,129,2012.pelton_bench.4.a3,Megachile_pugnata,Megachile,NA,219,7,NA,NA,l,no,NA,NA,NA
217,0,0,0,2012,townsite,6,a9,233,203,2012.townsite.6.a9,Megachile_pugnata,Megachile,NA,240,8,NA,NA,NA,no,NA,NA,NA
297,0,0,0,2013,401_trailhead,2,a4,192,272,2013.401_trailhead.2.a4,Osmia_montana,Osmia,NA,210,19,NA,NA,s,no,NA,NA,NA
301,0,0,0,2013,401_trailhead,2,c5,196,276,2013.401_trailhead.2.c5,Megachile_relativa,Megachile,NA,200,5,NA,NA,s,no,NA,NA,NA
314,0,0,0,2013,401_trailhead,4,b5,200,288,2013.401_trailhead.4.b5,Osmia_montana,Osmia,NA,203,4,NA,NA,m,no,NA,NA,NA
315,0,0,0,2013,401_trailhead,4,b6,206,289,2013.401_trailhead.4.b6,Osmia_montana,Osmia,NA,213,8,NA,NA,s,no,NA,NA,NA
330,0,0,0,2013,401_trailhead,8,a10,187,304,2013.401_trailhead.8.a10,Osmia_montana,Osmia,NA,196,10,NA,NA,l,no,NA,NA,NA
350,0,0,0,2013,401_trailhead,9,c10,190,327,2013.401_trailhead.9.c10,Osmia_subaustralis,Osmia,NA,196,7,NA,NA,s,no,NA,NA,NA
364,0,0,0,2013,baker,5,c2,190,351,2013.baker.5.c2,Osmia_montana,Osmia,NA,203,14,NA,NA,m,no,NA,NA,NA
391,0,0,0,2013,ehrlich,1,a6,206,378,2013.ehrlich.1.a6,Osmia_montana,Osmia,NA,217,12,NA,NA,s,no,NA,NA,NA
425,0,0,0,2013,ehrlich,6,b8,192,394,2013.ehrlich.6.b8,Megachile_relativa,Megachile,NA,203,12,NA,NA,s,no,NA,NA,NA
600,0,0,0,2013,townsite,16,b9,210,614,2013.townsite.16.b9,Osmia_montana,Osmia,NA,231,22,NA,NA,m,no,NA,NA,NA
609,0,0,0,2013,townsite,5,a9,156,717,2013.townsite.5.a9,Osmia_iridis,Osmia,NA,167,12,NA,NA,s,no,NA,yes,NA
610,0,0,0,2013,townsite,5,b4,206,579,2013.townsite.5.b4,Osmia_montana,Osmia,NA,210,5,NA,NA,NA,no,NA,NA,NA
611,0,0,0,2013,townsite,5,b5,156,716,2013.townsite.5.b5,Osmia_iridis,Osmia,NA,167,12,NA,NA,m,no,NA,yes,NA
629,0,0,0,2013,townsite,6,c8,190,588,2013.townsite.6.c8,Osmia_montana,Osmia,NA,200,11,NA,NA,m,no,NA,NA,NA
633,0,0,0,2013,townsite,7b,a2,187,630,2013.townsite.7b.a2,Osmia_montana,Osmia,NA,192,6,NA,NA,s,no,NA,NA,NA
635,0,0,0,2013,townsite,7b,b1,210,632,2013.townsite.7b.b1,Megachile_relativa,Megachile,NA,217,8,NA,NA,m,no,NA,NA,NA
663,0,0,0,2013,townsite,8c,b4,203,645,2013.townsite.8c.b4,Osmia_montana,Osmia,NA,217,15,NA,NA,s,no,NA,NA,NA
739,0,0,0,2014,401_trailhead,1,a6,219,1095,2014.401_trailhead.1.a6,Megachile_pugnata,Megachile,NA,223,5,NA,NA,l,no,NA,NA,NA
740,0,0,0,2014,401_trailhead,1,a6,225,1095,2014.401_trailhead.1.a6,Megachile_pugnata,Megachile,NA,226,1,NA,NA,l,no,NA,NA,NA
742,0,0,0,2014,401_trailhead,1,a8,216,1089,2014.401_trailhead.1.a8,Osmia_montana,Osmia,NA,226,11,NA,NA,m,no,NA,NA,NA
744,0,0,0,2014,401_trailhead,1,c2,205,1093,2014.401_trailhead.1.c2,Osmia_montana,Osmia,NA,219,15,NA,NA,s,no,NA,NA,NA
745,0,0,0,2014,401_trailhead,1,c3,205,1094,2014.401_trailhead.1.c3,Osmia_montana,Osmia,NA,219,15,NA,NA,m,no,NA,NA,NA
746,0,0,0,2014,401_trailhead,1,c4,188,1035,2014.401_trailhead.1.c4,Osmia_montana,Osmia,NA,202,15,NA,NA,l,no,NA,NA,NA
750,0,0,0,2014,401_trailhead,10,a6,209,1065,2014.401_trailhead.10.a6,Osmia_montana,Osmia,NA,219,11,NA,NA,m,no,NA,NA,NA
751,0,0,0,2014,401_trailhead,10,b4,198,1064,2014.401_trailhead.10.b4,Osmia_montana,Osmia,NA,205,8,NA,NA,m,no,NA,NA,NA
754,0,0,0,2014,401_trailhead,10,c2,216,1087,2014.401_trailhead.10.c2,Megachile_relativa,Megachile,NA,218,3,NA,NA,m,no,NA,NA,NA
756,0,0,0,2014,401_trailhead,10b,c2,205,1088,2014.401_trailhead.10b.c2,Osmia_montana,Osmia,NA,209,5,NA,NA,l,no,NA,NA,NA
762,0,0,0,2014,401_trailhead,1b,b1,174,1036,2014.401_trailhead.1b.b1,Osmia_montana,Osmia,NA,181,8,NA,NA,m,no,NA,yes,NA
770,0,0,0,2014,401_trailhead,2,a7,201,1080,2014.401_trailhead.2.a7,Hoplitus_fulgida,Hoplitus,NA,202,1,NA,NA,s,no,NA,NA,NA
771,0,0,0,2014,401_trailhead,2,b1,209,1085,2014.401_trailhead.2.b1,Megachile_relativa,Megachile,NA,223,15,NA,NA,m,no,NA,NA,NA
776,0,0,0,2014,401_trailhead,2b,a4,202,1081,2014.401_trailhead.2b.a4,Megachile_relativa,Megachile,NA,212,11,NA,NA,s,no,NA,NA,NA
785,0,0,0,2014,401_trailhead,3,b3,195,1048,2014.401_trailhead.3.b3,Megachile_pugnata,Megachile,NA,202,8,NA,NA,l,no,NA,NA,NA
786,0,0,0,2014,401_trailhead,3,c1,202,1086,2014.401_trailhead.3.c1,Megachile_relativa,Megachile,NA,205,4,NA,NA,s,no,NA,NA,nx_web
789,0,0,0,2014,401_trailhead,4b,a2,202,1069,2014.401_trailhead.4b.a2,Megachile_relativa,Megachile,NA,205,4,NA,NA,s,no,NA,NA,NA
790,0,0,0,2014,401_trailhead,4b,a3,202,1070,2014.401_trailhead.4b.a3,Megachile_relativa,Megachile,NA,219,18,NA,NA,m,no,NA,NA,NA
791,0,0,0,2014,401_trailhead,4b,a4,202,1071,2014.401_trailhead.4b.a4,Megachile_relativa,Megachile,NA,209,8,NA,NA,s,no,NA,NA,NA
793,0,0,0,2014,401_trailhead,4b,c1,197,1072,2014.401_trailhead.4b.c1,Megachile_relativa,Megachile,NA,198,1,NA,NA,s,no,NA,NA,NA
798,0,0,0,2014,401_trailhead,5,b9,205,1096,2014.401_trailhead.5.b9,Osmia_montana,Osmia,NA,216,12,NA,NA,m,no,NA,NA,NA
799,0,0,0,2014,401_trailhead,5,c2,205,1076,2014.401_trailhead.5.c2,Megachile_relativa,Megachile,NA,209,5,NA,NA,m,no,NA,NA,NA
800,0,0,0,2014,401_trailhead,5,c3,219,1097,2014.401_trailhead.5.c3,Megachile_pugnata,Megachile,NA,230,12,NA,NA,l,no,NA,NA,nx
801,0,0,0,2014,401_trailhead,5,c7,197,1075,2014.401_trailhead.5.c7,Megachile_relativa,Megachile,NA,198,1,NA,NA,s,no,NA,NA,NA
802,0,0,0,2014,401_trailhead,6,a2,195,1050,2014.401_trailhead.6.a2,Megachile_relativa,Megachile,NA,205,11,NA,NA,m,no,NA,NA,NA
804,0,0,0,2014,401_trailhead,6,a6,223,1102,2014.401_trailhead.6.a6,Megachile_pugnata,Megachile,NA,230,8,NA,NA,l,no,NA,NA,NA
809,0,0,0,2014,401_trailhead,6b,b3,209,1099,2014.401_trailhead.6b.b3,Megachile_relativa,Megachile,NA,216,8,NA,NA,m,no,NA,NA,NA
